0,1131.23,1183.27,0.1034539,0.0,0.0,0.0436139994303,0.99904845681,1172.183,1186.299,5.576891
50,1143.188,1184.415,0.1184706,0.0,0.0,0.0492789436155,0.998785054812,1172.183,1186.299,5.576891
100,1143.191,1184.415,0.1184755,0.0,0.0,0.0493604646095,0.998781029322,1172.183,1186.299,5.576891
150,1143.201,1184.416,0.1184755,0.0,0.0,0.0497007957303,0.998764151791,1172.183,1186.299,5.576891
200,1147.301,1184.823,0.11904,0.0,0.0,0.0488957042647,0.998803889712,1172.183,1186.299,5.576891
250,1228.399,1188.871,0.01368669,0.0,0.0,0.010697250571,0.999942782778,1584.065,1156.953,5.576705
300,1338.861,1181.998,0.01353662,-0.0,0.0,0.056874880188,-0.99838131393,1584.065,1156.953,5.576705
350,1448.516,1170.054,0.01353601,-0.0,0.0,0.0707236094796,-0.997495950399,1584.065,1156.953,5.576705
400,1542.08,1160.584,0.09365503,-0.0,0.0,0.0340570039023,-0.99941989198,1584.065,1156.953,5.576705
450,1550.735,1159.781,0.1184431,-0.0,0.0,0.0547811379795,-0.998498386039,1584.065,1156.953,5.576705
500,1550.735,1159.781,0.1184431,-0.0,0.0,0.0547811379795,-0.998498386039,1584.065,1156.953,5.576705
550,1550.735,1159.781,0.1184431,-0.0,0.0,0.0547811379795,-0.998498386039,1584.065,1156.953,5.576705
600,1571.084,1157.472,0.1200223,-0.0,0.0,0.0446219743806,-0.999003943637,2126.353,1550.636,5.576704
650,1671.811,1149.167,0.01353633,-0.0,0.0,0.0227545114023,-0.999741082586,2126.353,1550.636,5.576704
700,1781.425,1141.148,0.01353596,-0.0,0.0,0.0307591936383,-0.999526824056,2126.353,1550.636,5.576704
750,1891.146,1148.601,0.01353643,0.0,0.0,0.117182510826,0.993110396258,2126.353,1550.636,5.576704
800,1992.894,1189.13,0.01353638,0.0,0.0,0.304498084094,0.952512948355,2126.353,1550.636,5.576704
850,2056.597,1277.087,0.01353612,0.0,0.0,0.538799236104,0.842434201095,2126.353,1550.636,5.576704
900,2093.035,1381.591,0.01353618,0.0,0.0,0.591896916307,0.80601367263,2126.353,1550.636,5.576704
950,2115.576,1486.149,0.02515923,0.0,0.0,0.6632505248,0.748397448788,2126.353,1550.636,5.576704
1000,2132.781,1583.097,0.03361675,0.0,0.0,0.636392967566,0.771365017895,2178.291,1819.328,5.576704
1050,2155.233,1691.55,0.01353632,0.0,0.0,0.621649909985,0.783295212175,2178.291,1819.328,5.576704
1100,2175.536,1799.859,0.1150546,0.0,0.0,0.673583987393,0.739110689902,1469.499,2946.97,5.576707
1150,2189.577,1909.015,0.01353753,0.0,0.0,0.636679413312,0.771128604491,1469.499,2946.97,5.576707
1200,2209.284,2017.698,0.01353608,0.0,0.0,0.598786269941,0.800908860564,1469.499,2946.97,5.576707
1250,2235.8,2124.124,0.01353533,0.0,0.0,0.583792480124,0.811902913008,1469.499,2946.97,5.576707
1300,2260.776,2231.856,0.01355679,0.0,0.0,0.641246623422,0.767334847345,1469.499,2946.97,5.576707
1350,2285.786,2338.643,0.01353655,0.0,0.0,0.555773165143,0.831333981566,1469.499,2946.97,5.576707
1400,2316.941,2444.611,0.01353693,0.0,0.0,0.617622171458,0.786474954034,1469.499,2946.97,5.576707
1450,2336.538,2553.047,0.01353613,0.0,0.0,0.664407285391,0.747370697258,1469.499,2946.97,5.576707
1500,2337.947,2663.729,0.01353731,0.0,0.0,0.707089379681,0.707124182264,1469.499,2946.97,5.576707
1550,2339.264,2773.583,0.01353607,0.0,0.0,0.726299457669,0.687378424006,1469.499,2946.97,5.576707
1600,2307.687,2878.767,0.01353614,0.0,0.0,0.854811351885,0.518938871823,1469.499,2946.97,5.576707
1650,2240.397,2964.69,0.01353615,0.0,0.0,0.933481253771,0.358626196558,1469.499,2946.97,5.576707
1700,2139.89,3003.512,0.01353603,0.0,0.0,0.99863067631,0.0523141695138,1469.499,2946.97,5.576707
1750,2029.594,3005.736,0.01353597,0.0,0.0,0.999964585869,0.0084158783047,1469.499,2946.97,5.576707
1800,1919.51,2999.144,0.01353638,-0.0,0.0,0.998756828006,-0.0498477533317,1469.499,2946.97,5.576707
1850,1809.978,2983.084,0.01353614,-0.0,0.0,0.99889422815,-0.0470140507472,1469.499,2946.97,5.576707
1900,1701.193,2971.221,0.01353601,-0.0,0.0,0.997189188805,-0.0749247738087,1469.499,2946.97,5.576707
1950,1591.008,2956.133,0.01353599,-0.0,0.0,0.998263451787,-0.0589073919572,1469.499,2946.97,5.576707
